year,state_fips,track_width_yards,injuries,fatalities,property_loss,track_width_yards,start_latitude,start_longitude,track_length_miles,severe
2022.0,13.0,125.0,0.0,0.0,50000.0,125.0,32.3497,-83.3145,7.62,False
2005.0,55.0,25.0,0.0,0.0,50000.0,25.0,45.47,-92.03,2.0,False
1983.0,1.0,50.0,0.0,0.0,50000.0,50.0,34.27,-86.75,0.1,False
1964.0,40.0,10.0,0.0,0.0,5000.0,10.0,36.75,-98.02,0.1,False
2014.0,17.0,85.0,0.0,0.0,7000.0,85.0,37.5092,-89.167,5.03,False
1986.0,22.0,100.0,0.0,0.0,50000.0,100.0,32.45,-91.75,0.3,False
2006.0,1.0,100.0,0.0,0.0,70000.0,100.0,33.83,-86.68,1.3,False
1980.0,16.0,67.0,0.0,0.0,50000.0,67.0,43.65,-111.8,0.1,False
1979.0,12.0,20.0,0.0,0.0,500000.0,20.0,28.0,-82.53,0.1,False
1960.0,17.0,60.0,0.0,0.0,5000.0,60.0,40.33,-89.63,2.7,False
1977.0,19.0,10.0,0.0,0.0,500.0,10.0,42.78,-96.17,1.0,False
2018.0,21.0,80.0,0.0,0.0,500000.0,80.0,37.7268,-85.9759,2.5,False
2017.0,12.0,50.0,0.0,0.0,40000.0,50.0,27.565,-81.8147,0.03,False
2015.0,48.0,50.0,0.0,0.0,50000.0,50.0,33.2071,-97.8899,0.29,False
2006.0,1.0,50.0,0.0,0.0,50000.0,50.0,31.07,-87.77,1.14,False
1970.0,35.0,10.0,0.0,0.0,500.0,10.0,35.1,-103.63,0.1,False
1975.0,37.0,100.0,6.0,0.0,50000.0,100.0,35.32,-78.67,1.0,True
1954.0,18.0,10.0,0.0,0.0,5000.0,10.0,39.52,-86.63,0.1,False
2021.0,27.0,75.0,0.0,0.0,230000.0,75.0,43.6878,-92.0736,1.77,False
1995.0,51.0,50.0,0.0,0.0,500000.0,50.0,38.15,-78.18,0.5,False
1990.0,48.0,10.0,0.0,0.0,50000.0,10.0,32.75,-98.05,0.2,False
2022.0,20.0,100.0,0.0,0.0,50000.0,100.0,39.7259,-96.64,1.71,False
1961.0,22.0,100.0,0.0,0.0,50000.0,100.0,29.7,-91.2,1.0,False
2021.0,47.0,100.0,0.0,0.0,50000.0,100.0,35.95,-86.61,2.23,False
1974.0,12.0,10.0,0.0,0.0,5000.0,10.0,26.97,-82.1,0.1,False
2011.0,47.0,250.0,0.0,4.0,650000.0,250.0,35.08,-84.95,27.95,True
1962.0,38.0,10.0,0.0,0.0,50000.0,10.0,47.3,-101.0,0.1,False
1969.0,28.0,10.0,0.0,0.0,50000.0,10.0,31.2,-90.92,0.1,False
1976.0,48.0,50.0,3.0,0.0,500.0,50.0,31.72,-94.23,37.3,True
1990.0,48.0,10.0,0.0,0.0,50000.0,10.0,31.55,-97.15,0.2,False
2009.0,40.0,250.0,0.0,0.0,50000.0,250.0,35.6631,-97.5309,5.72,False
1995.0,20.0,20.0,0.0,0.0,50000.0,20.0,39.32,-101.52,0.2,False
2014.0,40.0,50.0,0.0,0.0,50000.0,50.0,34.51,-98.49,0.12,False
1996.0,8.0,30.0,0.0,0.0,50000.0,30.0,38.75,-102.35,1.0,False
2019.0,40.0,30.0,0.0,0.0,2000.0,30.0,35.5364,-97.4595,0.2,False
2005.0,48.0,30.0,0.0,0.0,50000.0,30.0,31.08,-94.58,4.0,False
1955.0,39.0,200.0,1.0,0.0,500000.0,200.0,40.28,-81.62,3.3,True
2017.0,29.0,10.0,0.0,0.0,50000.0,10.0,36.76,-94.56,2.03,False
1999.0,31.0,400.0,0.0,0.0,380000.0,400.0,41.38,-96.78,1.5,False
1997.0,12.0,30.0,0.0,0.0,120000.0,30.0,29.13,-80.98,1.2,False
2018.0,42.0,175.0,0.0,0.0,10000.0,175.0,40.257,-79.417,0.7,False
1960.0,46.0,10.0,0.0,0.0,50.0,10.0,43.83,-97.75,0.1,False
1999.0,19.0,50.0,0.0,0.0,50000.0,50.0,42.02,-95.43,2.0,False
1994.0,48.0,10.0,0.0,0.0,50000.0,10.0,32.48,-96.8,0.1,False
1965.0,38.0,10.0,0.0,0.0,50000.0,10.0,46.9,-99.42,0.1,False
2006.0,19.0,587.0,30.0,0.0,12000000.0,587.0,41.67,-91.55,4.5,True
1980.0,5.0,27.0,0.0,0.0,50000.0,27.0,34.12,-94.07,0.1,False
1999.0,45.0,50.0,0.0,0.0,1000.0,50.0,33.12,-81.23,0.5,False
1987.0,48.0,80.0,0.0,0.0,50000.0,80.0,32.62,-101.82,2.0,False
1968.0,13.0,33.0,0.0,0.0,50000.0,33.0,32.8,-84.47,4.9,False
2016.0,47.0,100.0,0.0,0.0,25000.0,100.0,35.9651,-88.1419,2.01,False
1999.0,5.0,10.0,0.0,0.0,50000.0,10.0,35.13,-90.82,0.1,False
1974.0,17.0,10.0,0.0,0.0,50000.0,10.0,40.25,-90.67,0.1,False
1985.0,55.0,100.0,0.0,0.0,500000.0,100.0,42.92,-89.82,21.0,False
1994.0,48.0,30.0,0.0,0.0,50000.0,30.0,29.1,-97.93,0.1,False
1960.0,40.0,500.0,0.0,0.0,500000.0,500.0,35.33,-97.62,7.8,False
1960.0,17.0,130.0,0.0,0.0,50000.0,130.0,38.17,-90.0,22.3,False
1964.0,20.0,1320.0,0.0,0.0,50000.0,1320.0,38.57,-98.6,10.6,False
2009.0,47.0,100.0,0.0,0.0,100000.0,100.0,35.3556,-87.1614,1.1,False
2016.0,38.0,40.0,0.0,0.0,50000.0,40.0,48.23,-98.8,1.38,False
1972.0,19.0,100.0,0.0,0.0,50000.0,100.0,40.87,-95.83,1.0,False
2013.0,20.0,50.0,0.0,0.0,50000.0,50.0,37.0311,-97.4673,0.47,False
1986.0,40.0,50.0,0.0,0.0,50000.0,50.0,35.8,-97.55,0.1,False
2004.0,48.0,100.0,0.0,0.0,150000.0,100.0,30.2,-97.55,0.5,False
1991.0,30.0,10.0,0.0,0.0,5000.0,10.0,47.62,-105.6,0.2,False
2003.0,40.0,70.0,0.0,0.0,120000.0,70.0,35.45,-97.3,3.2,False
2006.0,29.0,300.0,1.0,0.0,800000.0,300.0,38.85,-91.32,6.0,True
1978.0,46.0,200.0,0.0,0.0,5000.0,200.0,43.43,-103.48,0.2,False
1990.0,18.0,13.0,0.0,0.0,500.0,13.0,40.85,-85.22,0.1,False
2003.0,19.0,880.0,0.0,0.0,200000.0,880.0,41.1,-91.25,16.0,False
2020.0,22.0,500.0,0.0,0.0,50000.0,500.0,31.6611,-92.4865,2.0,False
1959.0,17.0,10.0,0.0,0.0,50000.0,10.0,38.32,-89.68,7.7,False
1966.0,27.0,10.0,0.0,0.0,50000.0,10.0,44.02,-92.58,0.1,False
1991.0,18.0,20.0,0.0,0.0,500000.0,20.0,40.13,-86.6,0.2,False
1959.0,13.0,33.0,0.0,0.0,500000.0,33.0,32.65,-83.62,0.1,False
1998.0,37.0,30.0,0.0,0.0,10000.0,30.0,35.8,-78.67,0.2,False
2018.0,30.0,250.0,0.0,0.0,50000.0,250.0,48.7702,-104.5307,2.1,False
